"scene_number","scene_heading","motif_id","motif","source_principale","reference_iliade","source_attendue","statut_probable","priorite","raison_entree_audit"
"124","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant VI","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"124","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","femmes_troyennes","Femmes troyennes et captives","L'Iliade","Chant VI","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"124","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","hector_andromaque_astyanax","Hector, Andromaque, Astyanax","L'Iliade","Chant VI","Iliade, Chant VI / Euripide selon contexte","reprise ou deplacement","haute","match: HECTOR|Hector + ANDROMACHE|Andromaque|ASTYANAX|Astyanax|Scamandrius|Scamandrios"
"124","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","inventions_geo_politiques","Inventions geographiques ou politiques du film","L'Iliade","Chant VI","Iliade / Cycle Troyen / geographie litteraire / adaptation filmique","invention sur fond emprunte ou invention contradictoire a arbitrer","moyenne","match: Thessal|Mycenae|Myc[eé]nes|Sparte|Sparta|Gr[eè]ce|Greece|unifier|united|empire|royaume|kingdom|politique|alliance|Triopas|Boagrius|tunnel|passage secret|[ÉE]p[eé]e de Troie|Sword of Troy|Phthie|Phthia"
"124","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","patrocle_armes_achille","Patrocle et les armes d Achille","L'Iliade","Chant VI","Iliade, Chant XVI","reprise avec simplification ou deplacement","haute","match: PATROCLUS|Patrocle|Patroclus + ACHILLES|Achille|arm[eu]s"
"124","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","sac_chute_troie","Sac et chute de Troie","L'Iliade","Chant VI","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"125","EXT. BEACH ENCAMPMENT - NIGHT","inventions_geo_politiques","Inventions geographiques ou politiques du film","L'Iliade","Chant XVIII, Chant XXIII","Iliade / Cycle Troyen / geographie litteraire / adaptation filmique","invention sur fond emprunte ou invention contradictoire a arbitrer","moyenne","match: Thessal|Mycenae|Myc[eé]nes|Sparte|Sparta|Gr[eè]ce|Greece|unifier|united|empire|royaume|kingdom|politique|alliance|Triopas|Boagrius|tunnel|passage secret|[ÉE]p[eé]e de Troie|Sword of Troy|Phthie|Phthia"
"125","EXT. BEACH ENCAMPMENT - NIGHT","mort_agamemnon","Mort ou destin d Agamemnon","L'Iliade","Chant XVIII, Chant XXIII","Eschyle Agamemnon / Odyssee / adaptation","invention contradictoire probable","haute","match: AGAMEMNON|Agamemnon + mort|tu[eé]|Clytemnestre|Clytemnestra|Bris[eé]is"
"125","EXT. BEACH ENCAMPMENT - NIGHT","patrocle_armes_achille","Patrocle et les armes d Achille","L'Iliade","Chant XVIII, Chant XXIII","Iliade, Chant XVI","reprise avec simplification ou deplacement","haute","match: PATROCLUS|Patrocle|Patroclus + ACHILLES|Achille|arm[eu]s"
"125","EXT. BEACH ENCAMPMENT - NIGHT","querelle_achille_agamemnon","Querelle Achille / Agamemnon","L'Iliade","Chant XVIII, Chant XXIII","Iliade, Chant I","deplacement ou invention sur fond emprunte selon scene","haute","match: ACHILLES|Achille + AGAMEMNON|Agamemnon"
"126","EXT./INT. MONTAGE - NIGHT","duel_achille_hector","Duel Achille / Hector","Adaptation CinÃ©ma","","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"126","EXT./INT. MONTAGE - NIGHT","mort_agamemnon","Mort ou destin d Agamemnon","Adaptation CinÃ©ma","","Eschyle Agamemnon / Odyssee / adaptation","invention contradictoire probable","haute","match: AGAMEMNON|Agamemnon + mort|tu[eé]|Clytemnestre|Clytemnestra|Bris[eé]is"
"126","EXT./INT. MONTAGE - NIGHT","patrocle_armes_achille","Patrocle et les armes d Achille","Adaptation CinÃ©ma","","Iliade, Chant XVI","reprise avec simplification ou deplacement","haute","match: PATROCLUS|Patrocle|Patroclus + ACHILLES|Achille|arm[eu]s"
"126","EXT./INT. MONTAGE - NIGHT","priam_achille_corps_hector","Priam chez Achille et restitution du corps","Adaptation CinÃ©ma","","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"126","EXT./INT. MONTAGE - NIGHT","querelle_achille_agamemnon","Querelle Achille / Agamemnon","Adaptation CinÃ©ma","","Iliade, Chant I","deplacement ou invention sur fond emprunte selon scene","haute","match: ACHILLES|Achille + AGAMEMNON|Agamemnon"
"126","EXT./INT. MONTAGE - NIGHT","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"127","EXT. BEACH ENCAMPMENT - DAWN","cheval_troie","Cheval de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"127","EXT. BEACH ENCAMPMENT - DAWN","patrocle_armes_achille","Patrocle et les armes d Achille","Adaptation CinÃ©ma","","Iliade, Chant XVI","reprise avec simplification ou deplacement","haute","match: PATROCLUS|Patrocle|Patroclus + ACHILLES|Achille|arm[eu]s"
"128","EXT. ACHILLES' TENT - DAWN","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XIX","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"128","EXT. ACHILLES' TENT - DAWN","noms_secondaires","Noms propres secondaires a verifier","L'Iliade","Chant XIX","Iliade / mythographes / geographie selon nom","a verifier nom par nom","moyenne","match: Triopas|Boagrius|Tecton|Lysander|Archeptolemus|Velior|Eudorus|Aphaereus|Aphareus|Echepolus|Haemon|Polydora|Glaucus"
"128","EXT. ACHILLES' TENT - DAWN","patrocle_armes_achille","Patrocle et les armes d Achille","L'Iliade","Chant XIX","Iliade, Chant XVI","reprise avec simplification ou deplacement","haute","match: PATROCLUS|Patrocle|Patroclus + ACHILLES|Achille|arm[eu]s"
"130","INT. HECTOR'S CHAMBER - DAWN","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"130","INT. HECTOR'S CHAMBER - DAWN","femmes_troyennes","Femmes troyennes et captives","L'Iliade","Chant XXII","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"130","INT. HECTOR'S CHAMBER - DAWN","hector_andromaque_astyanax","Hector, Andromaque, Astyanax","L'Iliade","Chant XXII","Iliade, Chant VI / Euripide selon contexte","reprise ou deplacement","haute","match: HECTOR|Hector + ANDROMACHE|Andromaque|ASTYANAX|Astyanax|Scamandrius|Scamandrios"
"130","INT. HECTOR'S CHAMBER - DAWN","patrocle_armes_achille","Patrocle et les armes d Achille","L'Iliade","Chant XXII","Iliade, Chant XVI","reprise avec simplification ou deplacement","haute","match: PATROCLUS|Patrocle|Patroclus + ACHILLES|Achille|arm[eu]s"
"131","EXT. SHRINE OF APOLLO - MORNING","duel_achille_hector","Duel Achille / Hector","Adaptation CinÃ©ma","","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"132","EXT. ACHILLES' TENT - MORNING","briseis","Briseis","Adaptation CinÃ©ma","","Iliade, Chant I / adaptation filmique a verifier","invention contradictoire probable pour la genealogie filmique","haute","match: BRISEIS|Bris[eé]is"
"132","EXT. ACHILLES' TENT - MORNING","cheval_troie","Cheval de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"132","EXT. ACHILLES' TENT - MORNING","duel_achille_hector","Duel Achille / Hector","Adaptation CinÃ©ma","","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"132","EXT. ACHILLES' TENT - MORNING","inventions_geo_politiques","Inventions geographiques ou politiques du film","Adaptation CinÃ©ma","","Iliade / Cycle Troyen / geographie litteraire / adaptation filmique","invention sur fond emprunte ou invention contradictoire a arbitrer","moyenne","match: Thessal|Mycenae|Myc[eé]nes|Sparte|Sparta|Gr[eè]ce|Greece|unifier|united|empire|royaume|kingdom|politique|alliance|Triopas|Boagrius|tunnel|passage secret|[ÉE]p[eé]e de Troie|Sword of Troy|Phthie|Phthia"
"132","EXT. ACHILLES' TENT - MORNING","patrocle_armes_achille","Patrocle et les armes d Achille","Adaptation CinÃ©ma","","Iliade, Chant XVI","reprise avec simplification ou deplacement","haute","match: PATROCLUS|Patrocle|Patroclus + ACHILLES|Achille|arm[eu]s"
"133","EXT. WALLS OF TROY - DAY","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"133","EXT. WALLS OF TROY - DAY","priam_achille_corps_hector","Priam chez Achille et restitution du corps","L'Iliade","Chant XXII","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"133","EXT. WALLS OF TROY - DAY","sac_chute_troie","Sac et chute de Troie","L'Iliade","Chant XXII","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"134","EXT. BATTLEFIELD - DAY","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"135","EXT. WALLS OF TROY - CONTINUOUS","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"135","EXT. WALLS OF TROY - CONTINUOUS","sac_chute_troie","Sac et chute de Troie","L'Iliade","Chant XXII","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"136","EXT. BATTLEFIELD - CONTINUOUS","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"137","EXT. WALLS OF TROY - DAY","duel_achille_hector","Duel Achille / Hector","Adaptation CinÃ©ma","","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"137","EXT. WALLS OF TROY - DAY","noms_secondaires","Noms propres secondaires a verifier","Adaptation CinÃ©ma","","Iliade / mythographes / geographie selon nom","a verifier nom par nom","moyenne","match: Triopas|Boagrius|Tecton|Lysander|Archeptolemus|Velior|Eudorus|Aphaereus|Aphareus|Echepolus|Haemon|Polydora|Glaucus"
"138","EXT. BATTLEFIELD - DAY","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"138","EXT. BATTLEFIELD - DAY","sac_chute_troie","Sac et chute de Troie","L'Iliade","Chant XXII","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"139","EXT. BATTLEFIELD - CONTINUOUS","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"140","EXT. WALLS OF TROY - CONTINUOUS","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant VI, Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"140","EXT. WALLS OF TROY - CONTINUOUS","duel_paris_menelas","Duel Paris / Menelas","L'Iliade","Chant VI, Chant XXII","Iliade, Chant III","reprise ou deplacement","haute","match: duel|combat|affronte|MENELAUS|M[eé]n[eé]las + PARIS|P[âa]ris"
"140","EXT. WALLS OF TROY - CONTINUOUS","femmes_troyennes","Femmes troyennes et captives","L'Iliade","Chant VI, Chant XXII","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"140","EXT. WALLS OF TROY - CONTINUOUS","hector_andromaque_astyanax","Hector, Andromaque, Astyanax","L'Iliade","Chant VI, Chant XXII","Iliade, Chant VI / Euripide selon contexte","reprise ou deplacement","haute","match: HECTOR|Hector + ANDROMACHE|Andromaque|ASTYANAX|Astyanax|Scamandrius|Scamandrios"
"140","EXT. WALLS OF TROY - CONTINUOUS","noms_secondaires","Noms propres secondaires a verifier","L'Iliade","Chant VI, Chant XXII","Iliade / mythographes / geographie selon nom","a verifier nom par nom","moyenne","match: Triopas|Boagrius|Tecton|Lysander|Archeptolemus|Velior|Eudorus|Aphaereus|Aphareus|Echepolus|Haemon|Polydora|Glaucus"
"140","EXT. WALLS OF TROY - CONTINUOUS","paris_helene_sparte","Paris, Helene et Sparte","L'Iliade","Chant VI, Chant XXII","Cycle Troyen / Iliade / Odyssee selon contexte","reprise, deplacement ou invention contradictoire selon scene","haute","match: PARIS|P[âa]ris|HELEN|H[eé]l[eè]ne|SPARTA|Sparte|MENELAUS|M[eé]n[eé]las"
"140","EXT. WALLS OF TROY - CONTINUOUS","priam_achille_corps_hector","Priam chez Achille et restitution du corps","L'Iliade","Chant VI, Chant XXII","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"140","EXT. WALLS OF TROY - CONTINUOUS","sac_chute_troie","Sac et chute de Troie","L'Iliade","Chant VI, Chant XXII","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"140","EXT. WALLS OF TROY - CONTINUOUS","survie_paris","Survie ou destin de Paris","L'Iliade","Chant VI, Chant XXII","Cycle Troyen / adaptation","invention contradictoire probable","moyenne","match: PARIS|P[âa]ris + survit|survie|fuit|fuite|final|mort|Apollon|Apollo"
"141","EXT. BATTLEFIELD - DAY","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"141","EXT. BATTLEFIELD - DAY","patrocle_armes_achille","Patrocle et les armes d Achille","L'Iliade","Chant XXII","Iliade, Chant XVI","reprise avec simplification ou deplacement","haute","match: PATROCLUS|Patrocle|Patroclus + ACHILLES|Achille|arm[eu]s"
"142","EXT. HIGH DUNES - DAY","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"142","EXT. HIGH DUNES - DAY","inventions_geo_politiques","Inventions geographiques ou politiques du film","L'Iliade","Chant XXII","Iliade / Cycle Troyen / geographie litteraire / adaptation filmique","invention sur fond emprunte ou invention contradictoire a arbitrer","moyenne","match: Thessal|Mycenae|Myc[eé]nes|Sparte|Sparta|Gr[eè]ce|Greece|unifier|united|empire|royaume|kingdom|politique|alliance|Triopas|Boagrius|tunnel|passage secret|[ÉE]p[eé]e de Troie|Sword of Troy|Phthie|Phthia"
"142","EXT. HIGH DUNES - DAY","querelle_achille_agamemnon","Querelle Achille / Agamemnon","L'Iliade","Chant XXII","Iliade, Chant I","deplacement ou invention sur fond emprunte selon scene","haute","match: ACHILLES|Achille + AGAMEMNON|Agamemnon"
"142","EXT. HIGH DUNES - DAY","sac_chute_troie","Sac et chute de Troie","L'Iliade","Chant XXII","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"143","EXT. BATTLEFIELD - DAY","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"144","EXT. WALLS OF TROY - CONTINUOUS","femmes_troyennes","Femmes troyennes et captives","L'Iliade","Chant XXII","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"144","EXT. WALLS OF TROY - CONTINUOUS","hector_andromaque_astyanax","Hector, Andromaque, Astyanax","L'Iliade","Chant XXII","Iliade, Chant VI / Euripide selon contexte","reprise ou deplacement","haute","match: HECTOR|Hector + ANDROMACHE|Andromaque|ASTYANAX|Astyanax|Scamandrius|Scamandrios"
"145","EXT. BATTLEFIELD - CONTINUOUS","ajax","Ajax","L'Iliade","Chant XXII","Iliade / Sophocle Ajax / Cycle Troyen","invention contradictoire probable pour sa mort filmique","haute","match: AJAX|Ajax"
"145","EXT. BATTLEFIELD - CONTINUOUS","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"146","EXT. WALLS OF TROY - CONTINUOUS","femmes_troyennes","Femmes troyennes et captives","L'Iliade","Chant XXII","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"146","EXT. WALLS OF TROY - CONTINUOUS","hector_andromaque_astyanax","Hector, Andromaque, Astyanax","L'Iliade","Chant XXII","Iliade, Chant VI / Euripide selon contexte","reprise ou deplacement","haute","match: HECTOR|Hector + ANDROMACHE|Andromaque|ASTYANAX|Astyanax|Scamandrius|Scamandrios"
"146","EXT. WALLS OF TROY - CONTINUOUS","priam_achille_corps_hector","Priam chez Achille et restitution du corps","L'Iliade","Chant XXII","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"146","EXT. WALLS OF TROY - CONTINUOUS","sac_chute_troie","Sac et chute de Troie","L'Iliade","Chant XXII","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"147","EXT. BATTLEFIELD - CONTINUOUS","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"147","EXT. BATTLEFIELD - CONTINUOUS","sac_chute_troie","Sac et chute de Troie","L'Iliade","Chant XXII","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"148","EXT. WALLS OF TROY - CONTINUOUS","femmes_troyennes","Femmes troyennes et captives","L'Iliade","Chant XXII, Chant XXIV","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"148","EXT. WALLS OF TROY - CONTINUOUS","hector_andromaque_astyanax","Hector, Andromaque, Astyanax","L'Iliade","Chant XXII, Chant XXIV","Iliade, Chant VI / Euripide selon contexte","reprise ou deplacement","haute","match: HECTOR|Hector + ANDROMACHE|Andromaque|ASTYANAX|Astyanax|Scamandrius|Scamandrios"
"148","EXT. WALLS OF TROY - CONTINUOUS","paris_helene_sparte","Paris, Helene et Sparte","L'Iliade","Chant XXII, Chant XXIV","Cycle Troyen / Iliade / Odyssee selon contexte","reprise, deplacement ou invention contradictoire selon scene","haute","match: PARIS|P[âa]ris|HELEN|H[eé]l[eè]ne|SPARTA|Sparte|MENELAUS|M[eé]n[eé]las"
"148","EXT. WALLS OF TROY - CONTINUOUS","priam_achille_corps_hector","Priam chez Achille et restitution du corps","L'Iliade","Chant XXII, Chant XXIV","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"149","EXT. BATTLEFIELD - CONTINUOUS","cheval_troie","Cheval de Troie","L'Iliade","Chant XXII","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"149","EXT. BATTLEFIELD - CONTINUOUS","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"150","EXT. WALLS OF TROY - CONTINUOUS","noms_secondaires","Noms propres secondaires a verifier","L'Iliade","Chant XXII","Iliade / mythographes / geographie selon nom","a verifier nom par nom","moyenne","match: Triopas|Boagrius|Tecton|Lysander|Archeptolemus|Velior|Eudorus|Aphaereus|Aphareus|Echepolus|Haemon|Polydora|Glaucus"
"151","EXT. HIGH DUNES - DAY","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"151","EXT. HIGH DUNES - DAY","femmes_troyennes","Femmes troyennes et captives","L'Iliade","Chant XXII","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"152","EXT. BEACH ENCAMPMENT - DAY","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXII","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"152","EXT. BEACH ENCAMPMENT - DAY","priam_achille_corps_hector","Priam chez Achille et restitution du corps","L'Iliade","Chant XXII","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"153","INT. ACHILLES' TENT - CONTINUOUS","duel_achille_hector","Duel Achille / Hector","Adaptation CinÃ©ma","","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"153","INT. ACHILLES' TENT - CONTINUOUS","patrocle_armes_achille","Patrocle et les armes d Achille","Adaptation CinÃ©ma","","Iliade, Chant XVI","reprise avec simplification ou deplacement","haute","match: PATROCLUS|Patrocle|Patroclus + ACHILLES|Achille|arm[eu]s"
"153","INT. ACHILLES' TENT - CONTINUOUS","priam_achille_corps_hector","Priam chez Achille et restitution du corps","Adaptation CinÃ©ma","","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"154","EXT. BEACH ENCAMPMENT - NIGHT","priam_achille_corps_hector","Priam chez Achille et restitution du corps","L'Iliade","Chant XXIV","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"155","INT. ACHILLES' TENT - NIGHT","briseis","Briseis","Adaptation CinÃ©ma","","Iliade, Chant I / adaptation filmique a verifier","invention contradictoire probable pour la genealogie filmique","haute","match: BRISEIS|Bris[eé]is"
"155","INT. ACHILLES' TENT - NIGHT","duel_achille_hector","Duel Achille / Hector","Adaptation CinÃ©ma","","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"155","INT. ACHILLES' TENT - NIGHT","patrocle_armes_achille","Patrocle et les armes d Achille","Adaptation CinÃ©ma","","Iliade, Chant XVI","reprise avec simplification ou deplacement","haute","match: PATROCLUS|Patrocle|Patroclus + ACHILLES|Achille|arm[eu]s"
"155","INT. ACHILLES' TENT - NIGHT","priam_achille_corps_hector","Priam chez Achille et restitution du corps","Adaptation CinÃ©ma","","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"157","INT. ACHILLES' TENT - NIGHT","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXIV","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"157","INT. ACHILLES' TENT - NIGHT","patrocle_armes_achille","Patrocle et les armes d Achille","L'Iliade","Chant XXIV","Iliade, Chant XVI","reprise avec simplification ou deplacement","haute","match: PATROCLUS|Patrocle|Patroclus + ACHILLES|Achille|arm[eu]s"
"157","INT. ACHILLES' TENT - NIGHT","priam_achille_corps_hector","Priam chez Achille et restitution du corps","L'Iliade","Chant XXIV","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"158","EXT. ACHILLES' TENT - MOMENTS LATER - NIGHT","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXIV","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"158","EXT. ACHILLES' TENT - MOMENTS LATER - NIGHT","priam_achille_corps_hector","Priam chez Achille et restitution du corps","L'Iliade","Chant XXIV","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"159","INT. ACHILLES' TENT - LATER - NIGHT","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXIV","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"159","INT. ACHILLES' TENT - LATER - NIGHT","priam_achille_corps_hector","Priam chez Achille et restitution du corps","L'Iliade","Chant XXIV","Iliade, Chant XXIV","reprise avec simplification","haute","match: PRIAM|Priam + ACHILLES|Achille|HECTOR|Hector|corps|body"
"160","EXT. BEACH ENCAMPMENT - CONTINUOUS","duel_achille_hector","Duel Achille / Hector","L'Iliade","Chant XXIV","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"160","EXT. BEACH ENCAMPMENT - CONTINUOUS","femmes_troyennes","Femmes troyennes et captives","L'Iliade","Chant XXIV","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
